Date;Hour;Power
2018-08-27;17:00:00;122.0
2018-08-27;18:00:00;120.25
2018-08-27;19:00:00;136.25
2018-08-27;20:00:00;158.75
2018-08-27;21:00:00;148.25
2018-08-27;22:00:00;145.25
2018-08-27;23:00:00;141.5
2018-08-28;0:00:00;124.0
2018-08-28;1:00:00;100.25
2018-08-28;2:00:00;90.75
2018-08-28;3:00:00;85.75
2018-08-28;4:00:00;87.5
2018-08-28;5:00:00;84.0
2018-08-28;6:00:00;90.0
2018-08-28;7:00:00;113.0
2018-08-28;8:00:00;145.5
2018-08-28;9:00:00;132.0
2018-08-28;10:00:00;132.25
2018-08-28;11:00:00;125.25
2018-08-28;12:00:00;124.0
2018-08-28;13:00:00;110.5
2018-08-28;14:00:00;122.25
2018-08-28;15:00:00;122.0
2018-08-28;16:00:00;127.25
2018-08-28;17:00:00;121.5
2018-08-28;18:00:00;123.5
2018-08-28;19:00:00;148.75
2018-08-28;20:00:00;166.0
2018-08-28;21:00:00;158.75
2018-08-28;22:00:00;152.25
2018-08-28;23:00:00;142.75
2018-08-29;0:00:00;112.5
2018-08-29;1:00:00;90.75
2018-08-29;2:00:00;86.75
2018-08-29;3:00:00;83.75
2018-08-29;4:00:00;84.5
2018-08-29;5:00:00;84.75
2018-08-29;6:00:00;86.0
2018-08-29;7:00:00;119.0
2018-08-29;8:00:00;132.25
2018-08-29;9:00:00;117.25
2018-08-29;10:00:00;126.25
2018-08-29;11:00:00;125.75
2018-08-29;12:00:00;130.25
2018-08-29;13:00:00;114.75
2018-08-29;14:00:00;111.25
2018-08-29;15:00:00;123.25
2018-08-29;16:00:00;122.25
2018-08-29;17:00:00;123.75
2018-08-29;18:00:00;121.25
2018-08-29;19:00:00;134.25
2018-08-29;20:00:00;166.5
2018-08-29;21:00:00;162.5
2018-08-29;22:00:00;150.25
2018-08-29;23:00:00;142.75
2018-08-30;0:00:00;116.75
2018-08-30;1:00:00;92.75
2018-08-30;2:00:00;92.75
2018-08-30;3:00:00;86.0
2018-08-30;4:00:00;86.25
2018-08-30;5:00:00;81.75
2018-08-30;6:00:00;92.0
2018-08-30;7:00:00;109.75
2018-08-30;8:00:00;126.0
2018-08-30;9:00:00;116.5
