Date;Hour;Power
2018-10-20;23:00:00;148.0
2018-10-21;0:00:00;128.0
2018-10-21;1:00:00;115.0
2018-10-21;2:00:00;111.25
2018-10-21;3:00:00;101.5
2018-10-21;4:00:00;94.25
2018-10-21;5:00:00;90.75
2018-10-21;6:00:00;91.5
2018-10-21;7:00:00;78.25
2018-10-21;8:00:00;72.75
2018-10-21;9:00:00;82.25
2018-10-21;10:00:00;98.25
2018-10-21;11:00:00;103.0
2018-10-21;12:00:00;105.75
2018-10-21;13:00:00;120.5
2018-10-21;14:00:00;117.75
2018-10-21;15:00:00;118.75
2018-10-21;16:00:00;117.5
2018-10-21;17:00:00;113.55
2018-10-21;18:00:00;62.7
2018-10-21;19:00:00;40.75
2018-10-21;20:00:00;143.75
2018-10-21;21:00:00;170.0
2018-10-21;22:00:00;157.75
2018-10-21;23:00:00;140.75
2018-10-22;0:00:00;127.25
2018-10-22;1:00:00;111.5
2018-10-22;2:00:00;101.25
2018-10-22;3:00:00;98.0
2018-10-22;4:00:00;96.0
2018-10-22;5:00:00;95.25
2018-10-22;6:00:00;92.5
2018-10-22;7:00:00;91.0
2018-10-22;8:00:00;110.25
2018-10-22;9:00:00;121.25
2018-10-22;10:00:00;123.25
2018-10-22;11:00:00;130.75
2018-10-22;12:00:00;127.5
2018-10-22;13:00:00;110.5
2018-10-22;14:00:00;103.25
2018-10-22;15:00:00;102.75
2018-10-22;16:00:00;112.5
2018-10-22;17:00:00;119.75
2018-10-22;18:00:00;116.25
2018-10-22;19:00:00;129.25
2018-10-22;20:00:00;134.0
2018-10-22;21:00:00;149.25
2018-10-22;22:00:00;144.75
2018-10-22;23:00:00;139.5
2018-10-23;0:00:00;117.75
2018-10-23;1:00:00;97.0
2018-10-23;2:00:00;91.25
2018-10-23;3:00:00;84.5
2018-10-23;4:00:00;82.5
2018-10-23;5:00:00;84.0
2018-10-23;6:00:00;82.25
2018-10-23;7:00:00;75.5
2018-10-23;8:00:00;105.25
2018-10-23;9:00:00;104.0
2018-10-23;10:00:00;105.0
2018-10-23;11:00:00;111.0
2018-10-23;12:00:00;126.5
2018-10-23;13:00:00;122.5
2018-10-23;14:00:00;107.75
2018-10-23;15:00:00;107.25
2018-10-23;16:00:00;107.5
2018-10-23;17:00:00;115.75
2018-10-23;18:00:00;116.75
2018-10-23;19:00:00;112.5
2018-10-23;20:00:00;122.25
2018-10-23;21:00:00;171.75
2018-10-23;22:00:00;161.25
2018-10-23;23:00:00;149.5
2018-10-24;0:00:00;123.5
2018-10-24;1:00:00;100.5
2018-10-24;2:00:00;85.5
2018-10-24;3:00:00;84.75
2018-10-24;4:00:00;83.0
2018-10-24;5:00:00;82.25
2018-10-24;6:00:00;73.5
2018-10-24;7:00:00;80.5
2018-10-24;8:00:00;101.75
2018-10-24;9:00:00;107.25
2018-10-24;10:00:00;101.75
2018-10-24;11:00:00;104.75
2018-10-24;12:00:00;114.75
2018-10-24;13:00:00;118.75
2018-10-24;14:00:00;113.25
2018-10-24;15:00:00;113.5
2018-10-24;16:00:00;116.5
2018-10-24;17:00:00;122.25
2018-10-24;18:00:00;125.75
2018-10-24;19:00:00;127.5
2018-10-24;20:00:00;133.5
2018-10-24;21:00:00;160.25
2018-10-24;22:00:00;147.5
2018-10-24;23:00:00;143.25
2018-10-25;0:00:00;125.25
2018-10-25;1:00:00;105.75
2018-10-25;2:00:00;97.0
2018-10-25;3:00:00;89.75
2018-10-25;4:00:00;88.0
2018-10-25;5:00:00;86.75
2018-10-25;6:00:00;85.25
2018-10-25;7:00:00;83.0
2018-10-25;8:00:00;98.75
2018-10-25;9:00:00;102.25
2018-10-25;10:00:00;106.75
2018-10-25;11:00:00;108.5
2018-10-25;12:00:00;113.75
2018-10-25;13:00:00;126.75
2018-10-25;14:00:00;112.0
2018-10-25;15:00:00;116.75
2018-10-25;16:00:00;115.0
2018-10-25;17:00:00;118.25
2018-10-25;18:00:00;125.5
2018-10-25;19:00:00;132.75
2018-10-25;20:00:00;138.25
2018-10-25;21:00:00;162.5
2018-10-25;22:00:00;149.75
2018-10-25;23:00:00;136.75
2018-10-26;0:00:00;122.0
2018-10-26;1:00:00;101.75
2018-10-26;2:00:00;95.0
2018-10-26;3:00:00;92.0
2018-10-26;4:00:00;88.0
2018-10-26;5:00:00;82.25
2018-10-26;6:00:00;78.75
2018-10-26;7:00:00;88.5
2018-10-26;8:00:00;91.25
2018-10-26;9:00:00;97.75
2018-10-26;10:00:00;113.75
2018-10-26;11:00:00;115.25
2018-10-26;12:00:00;112.75
2018-10-26;13:00:00;106.75
2018-10-26;14:00:00;110.0
2018-10-26;15:00:00;116.0
2018-10-26;16:00:00;114.5
2018-10-26;17:00:00;116.5
2018-10-26;18:00:00;117.5
2018-10-26;19:00:00;119.25
2018-10-26;20:00:00;131.25
